"","ART_NUM","ART_START","ART_END","WORDS","DATE"
"624",624,38047,38092,1249,18598
"625",625,38093,38138,1161,18598
"626",626,38139,38158,312,18598
"627",627,38159,38201,904,18608
"628",628,38202,38244,904,18608
"629",629,38245,38271,494,18609
"630",630,38272,38314,905,18609
"631",631,38315,38345,457,18613
"632",632,38346,38372,388,18614
"633",633,38373,38407,902,18615
"634",634,38408,38438,492,18616
"635",635,38439,38469,385,18618
"636",636,38470,38504,1288,18620
"637",637,38505,38533,286,18622
"638",638,38534,38558,381,18263
"639",639,38559,38583,297,18263
"640",640,38584,38630,1441,18266
"641",641,38631,38659,281,18267
"642",642,38660,38682,197,18267
"643",643,38683,38901,484,18268
"644",644,38902,38930,222,18268
"645",645,38931,39147,413,18268
"646",646,39148,39290,3745,18269
"647",647,39291,39321,640,18269
"648",648,39322,39354,500,18271
"649",649,39355,39377,153,18273
"650",650,39378,39402,175,18274
"651",651,39403,39455,1246,18276
"652",652,39456,39492,738,18276
"653",653,39493,39519,409,18278
"654",654,39520,39558,1625,18279
"655",655,39559,39583,247,18279
"656",656,39584,39637,1320,18281
"657",657,39638,39695,976,18281
"658",658,39696,39719,388,18281
"659",659,39720,39742,231,18287
"660",660,39743,39763,164,18287
"661",661,39764,39808,921,18287
"662",662,39809,39835,355,18287
"663",663,39836,39862,239,18289
"664",664,39863,39899,498,18290
"665",665,39900,39922,109,18291
"666",666,39923,39945,179,18291
"667",667,39946,40002,1202,18295
"668",668,40003,40029,382,18295
"669",669,40030,40054,222,18295
"670",670,40055,40087,644,18298
"671",671,40088,40130,912,18302
"672",672,40131,40164,448,18302
"673",673,40165,40189,632,18303
"674",674,40190,40222,393,18304
"675",675,40223,40251,940,18313
"676",676,40252,40280,769,18313
"677",677,40281,40305,368,18313
"678",678,40306,40328,231,18317
"679",679,40329,40351,207,18317
"680",680,40352,40374,175,18317
"681",681,40375,40399,522,18320
"682",682,40400,40426,304,18320
"683",683,40427,40467,936,18325
"684",684,40468,40496,309,18330
"685",685,40497,40557,1061,18331
"686",686,40558,40580,161,18331
"687",687,40581,40607,621,18331
"688",688,40608,40650,790,18331
"689",689,40651,40677,220,18333
"690",690,40678,40708,657,18333
"691",691,40709,40741,877,18334
"692",692,40742,40768,387,18335
"693",693,40769,40795,337,18335
"694",694,40796,40820,306,18336
"695",695,40821,40845,244,18336
"696",696,40846,40872,321,18337
"697",697,40873,40905,342,18337
"698",698,40906,40972,1576,18337
"699",699,40973,41007,100,18338
"700",700,41008,41062,926,18338
"701",701,41063,41159,1298,18340
"702",702,41160,41186,227,18340
"703",703,41187,41217,249,18340
"704",704,41218,41244,279,18340
"705",705,41245,41287,679,18341
"706",706,41288,41316,271,18341
"707",707,41317,41367,1158,18341
"708",708,41368,41392,583,18342
"709",709,41393,41423,491,18342
"710",710,41424,41456,658,18342
"711",711,41457,41487,649,18342
"712",712,41488,41518,369,18343
"713",713,41519,41688,494,18345
"714",714,41689,41729,644,18345
"715",715,41730,41756,284,18352
"716",716,41757,41793,733,18352
"717",717,41794,41832,1885,18353
"718",718,41833,41859,720,18353
"719",719,41860,41888,423,18353
"720",720,41889,41931,747,18353
"721",721,41932,41966,274,18354
"722",722,41967,42001,1127,18355
"723",723,42002,42040,609,18355
"724",724,42041,42055,29,18356
"725",725,42056,42084,320,18356
"726",726,42085,42113,403,18358
"727",727,42114,42136,136,18359
"728",728,42137,42169,677,18359
"729",729,42170,42200,311,18360
"730",730,42201,42233,750,18360
"731",731,42234,42258,194,18364
"732",732,42259,42297,481,18365
"733",733,42298,42326,237,18365
"734",734,42327,42382,1576,18366
"735",735,42383,42430,1486,18366
"736",736,42431,42492,1222,18387
"737",737,42493,42536,1341,18429
"738",738,42537,42576,656,18429
"739",739,42577,42604,333,18429
"740",740,42605,47088,11759,18429
"741",741,47089,47103,69,18454
"742",742,47104,47118,69,18458
"743",743,47119,47133,66,18458
"744",744,47134,47513,4778,18464
"745",745,47514,47528,71,18464
"746",746,47529,47543,66,18464
"747",747,47544,47558,72,18467
"748",748,47559,47573,73,18467
"749",749,47574,47588,66,18471
"750",750,47589,47603,67,18475
"751",751,47604,47618,74,18476
"752",752,47619,47633,76,18479
"753",753,47634,47648,71,18479
"754",754,47649,47732,1397,18492
"755",755,47733,48232,2571,18492
"756",756,48233,48280,805,18492
"757",757,48281,48295,64,18493
"758",758,48296,48310,71,18494
"759",759,48311,48325,29,18494
"760",760,48326,48340,70,18494
"761",761,48341,48355,72,18495
"762",762,48356,48370,74,18495
"763",763,48371,48385,64,18496
"764",764,48386,48400,72,18497
"765",765,48401,48415,69,18498
"766",766,48416,48430,69,18498
"767",767,48431,48445,71,18500
"768",768,48446,48460,71,18500
"769",769,48461,48475,66,18502
"770",770,48476,48490,72,18502
"771",771,48491,48505,66,18505
"772",772,48506,48520,64,18512
"773",773,48521,48606,1889,18513
"774",774,48607,48676,1701,18513
"775",775,48677,49238,4180,18513
"776",776,49239,49266,443,18513
"777",777,49267,49340,2353,18513
"778",778,49341,49355,33,18524
"779",779,49356,49370,75,18527
"780",780,49371,49385,69,18535
"781",781,49386,49400,68,18544
"782",782,49401,49422,208,18555
"783",783,49423,49437,25,18562
"784",784,49438,49452,69,18563
"785",785,49453,49467,71,18564
"786",786,49468,49482,67,18568
"787",787,49483,49497,66,18568
"788",788,49498,50749,9339,18569
"789",789,50750,50781,491,18569
"790",790,50782,50813,572,18569
"791",791,50814,50828,74,18576
"792",792,50829,50843,69,18578
"793",793,50844,50858,81,18578
"794",794,50859,50873,69,18582
"795",795,50874,50888,73,18583
"796",796,50889,50903,69,18584
"797",797,50904,50930,321,18585
"798",798,50931,50957,221,18596
"799",799,50958,50994,725,18597
"800",800,50995,51021,255,18597
"801",801,51022,51042,304,18599
"802",802,51043,51105,1441,18599
"803",803,51106,51156,1047,18599
"804",804,51157,51185,199,18604
"805",805,51186,51214,206,18604
"806",806,51215,51243,176,18604
"807",807,51244,51286,156,18605
"808",808,51287,51311,166,18607
"809",809,51312,51368,1667,18609
"810",810,51369,51438,1547,18611
"811",811,51439,51463,360,18611
"812",812,51464,51498,602,18611
"813",813,51499,51527,417,18613
"814",814,51528,51556,580,18613
"815",815,51557,51593,616,18614
"816",816,51594,51616,417,18615
"817",817,51617,51651,813,18618
"818",818,51652,51682,694,18618
"819",819,51683,51709,583,18618
"820",820,51710,51738,393,18618
"821",821,51739,51765,492,18262
"822",822,51766,51790,219,18273
"823",823,51791,51819,248,18273
"824",824,51820,51848,431,18276
"825",825,51849,51887,998,18277
"826",826,51888,51914,228,18279
"827",827,51915,51940,428,18280
"828",828,51941,52476,3883,18280
"829",829,52477,52523,1337,18281
"830",830,52524,52544,264,18282
"831",831,52545,52761,531,18282
"832",832,52762,52978,506,18282
"833",833,52979,53009,241,18282
"834",834,53010,53038,250,18283
"835",835,53039,53067,265,18283
"836",836,53068,53092,373,18287
"837",837,53093,53121,268,18287
"838",838,53122,53144,152,18289
"839",839,53145,53173,252,18289
"840",840,53174,53198,394,18289
"841",841,53199,53267,1058,18290
"842",842,53268,53298,409,18290
"843",843,53299,53329,591,18291
"844",844,53330,53358,304,18292
"845",845,53359,53395,581,18293
"846",846,53396,53422,186,18294
"847",847,53423,53453,329,18294
"848",848,53454,53484,324,18296
"849",849,53485,53513,236,18299
"850",850,53514,53538,155,18300
"851",851,53539,53561,177,18300
"852",852,53562,53621,1789,18301
"853",853,53622,53685,1356,18301
"854",854,53686,53708,150,18301
"855",855,53709,53735,329,18301
"856",856,53736,53768,482,18301
"857",857,53769,53793,346,18301
"858",858,53794,53820,591,18302
"859",859,53821,53849,679,18305
"860",860,53850,53884,408,18310
"861",861,53885,53923,809,18313
"862",862,53924,53970,1814,18314
"863",863,53971,53999,287,18317
"864",864,54000,54032,260,18318
"865",865,54033,54108,1602,18323
"866",866,54109,54132,376,18323
"867",867,54133,54184,1183,18323
"868",868,54185,54332,1062,18323
"869",869,54333,54385,1017,18323
"870",870,54386,54412,422,18323
"871",871,54413,54441,218,18324
"872",872,54442,54470,268,18324
"873",873,54471,54489,239,18325
"874",874,54490,54520,486,18325
"875",875,54521,54565,942,18325
"876",876,54566,54608,1043,18326
"877",877,54609,54671,410,18326
"878",878,54672,54704,302,18326
"879",879,54705,54733,548,18326
"880",880,54734,54760,195,18326
"881",881,54761,54797,747,18326
"882",882,54798,55240,755,18327
"883",883,55241,55287,842,18327
"884",884,55288,55316,227,18330
"885",885,55317,55355,914,18332
"886",886,55356,55386,272,18334
"887",887,55387,55415,333,18335
"888",888,55416,55446,293,18335
"889",889,55447,55475,231,18338
"890",890,55476,55520,771,18338
"891",891,55521,55579,1372,18338
"892",892,55580,55612,331,18339
"893",893,55613,55665,710,18339
"894",894,55666,55690,171,18339
"895",895,55691,55723,575,18339
"896",896,55724,55752,290,18339
"897",897,55753,55779,191,18339
"898",898,55780,55812,736,18340
"899",899,55813,55841,256,18340
"900",900,55842,55872,317,18340
"901",901,55873,55903,498,18341
"902",902,55904,55928,221,18341
"903",903,55929,55963,420,18341
"904",904,55964,55990,305,18343
"905",905,55991,56017,180,18343
"906",906,56018,56042,240,18343
"907",907,56043,56100,408,18344
"908",908,56101,56176,1590,18344
"909",909,56177,56193,496,18344
"910",910,56194,56220,284,18345
"911",911,56221,56247,180,18345
"912",912,56248,56274,227,18345
"913",913,56275,56303,229,18345
"914",914,56304,56330,240,18346
"915",915,56331,56357,231,18347
"916",916,56358,56384,201,18347
"917",917,56385,56409,208,18347
"918",918,56410,56478,1072,18347
"919",919,56479,56519,655,18347
"920",920,56520,56542,132,18348
"921",921,56543,56567,148,18350
"922",922,56568,56594,183,18350
"923",923,56595,56623,256,18350
"924",924,56624,56648,202,18350
"925",925,56649,56683,990,18351
"926",926,56684,56712,354,18352
"927",927,56713,56743,408,18352
"928",928,56744,56772,303,18352
"929",929,56773,56807,649,18353
"930",930,56808,56834,517,18353
"931",931,56835,56859,167,18354
"932",932,56860,56884,180,18355
"933",933,56885,56911,191,18355
"934",934,56912,56938,393,18360
"935",935,56939,56979,610,18361
"936",936,56980,57017,199,18365
"937",937,57018,57050,684,18365
"938",938,57051,57077,200,18365
"939",939,57078,57100,119,18365
"940",940,57101,57127,190,18365
"941",941,57128,57162,672,18366
"942",942,57163,57217,2174,18366
"943",943,57218,57262,1483,18366
"944",944,57263,57291,212,18367
"945",945,57292,57324,783,18367
"946",946,57325,57369,1046,18369
"947",947,57370,57658,5687,18369
"948",948,57659,57681,460,18372
"949",949,57682,57704,246,18373
"950",950,57705,57739,594,18373
"951",951,57740,57774,300,18373
"952",952,57775,57805,297,18374
"953",953,57806,57830,269,18375
"954",954,57831,57859,254,18375
"955",955,57860,57896,597,18376
"956",956,57897,57921,226,18378
"957",957,57922,57946,238,18378
"958",958,57947,57967,186,18379
"959",959,57968,57994,204,18379
"960",960,57995,58037,686,18379
"961",961,58038,58062,187,18380
"962",962,58063,58089,177,18384
"963",963,58090,58112,274,18384
"964",964,58113,58166,1500,18386
"965",965,58167,58200,561,18386
"966",966,58201,58292,2959,18386
"967",967,58293,58315,227,18386
"968",968,58316,58340,294,18386
"969",969,58341,58363,188,18386
"970",970,58364,58386,212,18386
"971",971,58387,58450,1425,18386
"972",972,58451,58505,532,18387
"973",973,58506,58532,223,18387
"974",974,58533,58555,181,18387
"975",975,58556,58598,389,18388
"976",976,58599,58663,575,18388
"977",977,58664,58694,358,18389
"978",978,58695,58725,355,18389
"979",979,58726,58752,209,18389
"980",980,58753,58783,384,18389
"981",981,58784,58810,211,18389
"982",982,58811,58839,365,18390
"983",983,58840,58870,331,18391
"984",984,58871,58895,233,18393
"985",985,58896,58924,279,18393
"986",986,58925,58951,185,18394
"987",987,58952,58976,280,18394
"988",988,58977,58999,210,18394
"989",989,59000,59024,201,18394
"990",990,59025,59051,207,18394
"991",991,59052,59088,690,18394
"992",992,59089,59115,148,18394
"993",993,59116,59140,140,18395
"994",994,59141,59165,144,18395
"995",995,59166,59194,296,18395
"996",996,59195,59237,777,18395
"997",997,59238,59266,445,18396
"998",998,59267,59293,232,18397
"999",999,59294,59316,206,18399
"1000",1000,59317,59345,315,18399
"1001",1001,59346,59376,365,18400
"1002",1002,59377,59407,370,18400
"1003",1003,59408,59432,284,18402
"1004",1004,59433,59489,848,18402
"1005",1005,59490,59518,708,18402
"1006",1006,59519,59558,305,18402
"1007",1007,59559,59587,191,18403
"1008",1008,59588,59616,408,18403
"1009",1009,59617,59639,539,18403
"1010",1010,59640,59666,495,18403
"1011",1011,59667,59697,459,18403
"1012",1012,59698,59742,440,18407
"1013",1013,59743,59767,238,18408
"1014",1014,59768,59804,687,18410
"1015",1015,59805,59829,214,18411
"1016",1016,59830,59856,516,18415
"1017",1017,59857,59879,404,18415
"1018",1018,59880,59908,272,18416
"1019",1019,59909,59931,156,18417
"1020",1020,59932,59958,241,18417
"1021",1021,59959,59997,689,18421
"1022",1022,59998,60056,943,18421
"1023",1023,60057,60113,1232,18422
"1024",1024,60114,60138,638,18422
"1025",1025,60139,60175,375,18423
"1026",1026,60176,60204,442,18423
"1027",1027,60205,60489,4423,18425
"1028",1028,60490,60519,503,18428
"1029",1029,60520,60577,1303,18428
"1030",1030,60578,60709,2730,18428
"1031",1031,60710,60732,343,18428
"1032",1032,60733,60763,857,18430
"1033",1033,60764,60822,1256,18431
"1034",1034,60823,60857,351,18432
"1035",1035,60858,60884,443,18432
"1036",1036,60885,60931,927,18437
"1037",1037,60932,60964,767,18437
"1038",1038,60965,61021,1500,18437
"1039",1039,61022,61048,466,18437
"1040",1040,61049,61079,219,18438
"1041",1041,61080,61106,311,18439
"1042",1042,61107,61147,1233,18442
"1043",1043,61148,61178,369,18442
"1044",1044,61179,61213,534,18442
"1045",1045,61214,61244,554,18444
"1046",1046,61245,61273,297,18445
"1047",1047,61274,61300,426,18445
"1048",1048,61301,61341,685,18445
"1049",1049,61342,61390,1148,18447
"1050",1050,61391,61419,254,18448
"1051",1051,61420,61440,228,18448
"1052",1052,61441,61473,634,18449
"1053",1053,61474,61502,596,18450
"1054",1054,61503,61571,1424,18450
"1055",1055,61572,61602,359,18451
"1056",1056,61603,61633,585,18451
"1057",1057,61634,61660,434,18451
"1058",1058,61661,61689,321,18455
"1059",1059,61690,61716,280,18455
"1060",1060,61717,61759,722,18456
"1061",1061,61760,61792,376,18456
"1062",1062,61793,61823,531,18456
"1063",1063,61824,61858,976,18456
"1064",1064,61859,61905,1033,18457
"1065",1065,61906,61938,563,18457
"1066",1066,61939,61963,245,18459
"1067",1067,61964,62051,1865,18463
"1068",1068,62052,62078,153,18464
"1069",1069,62079,62111,337,18464
"1070",1070,62112,62138,444,18465
"1071",1071,62139,62167,610,18466
"1072",1072,62168,62198,352,18466
"1073",1073,62199,62221,371,18467
"1074",1074,62222,62276,1168,18470
"1075",1075,62277,62305,366,18470
"1076",1076,62306,62350,819,18470
"1077",1077,62351,62379,467,18470
"1078",1078,62380,62502,373,18471
"1079",1079,62503,62533,234,18471
"1080",1080,62534,62558,293,18475
"1081",1081,62559,62587,461,18476
"1082",1082,62588,62612,267,18476
"1083",1083,62613,62639,314,18476
"1084",1084,62640,62672,635,18477
"1085",1085,62673,62693,209,18478
"1086",1086,62694,62718,194,18480
"1087",1087,62719,62745,239,18480
"1088",1088,62746,62772,377,18483
"1089",1089,62773,62797,193,18484
"1090",1090,62798,62826,339,18484
"1091",1091,62827,62851,214,18485
"1092",1092,62852,62878,399,18485
"1093",1093,62879,62907,219,18486
"1094",1094,62908,62934,309,18490
"1095",1095,62935,62970,683,18491
"1096",1096,62971,63038,1446,18491
"1097",1097,63039,63063,186,18491
"1098",1098,63064,63098,613,18491
"1099",1099,63099,63127,336,18491
"1100",1100,63128,63160,838,18493
"1101",1101,63161,63210,697,18493
"1102",1102,63211,63266,876,18493
"1103",1103,63267,63313,920,18493
"1104",1104,63314,63364,420,18493
"1105",1105,63365,63400,226,18494
"1106",1106,63401,63446,468,18494
"1107",1107,63447,63499,482,18495
"1108",1108,63500,63538,535,18495
"1109",1109,63539,63580,320,18496
"1110",1110,63581,63620,144,18497
"1111",1111,63621,63656,185,18497
"1112",1112,63657,63694,281,18497
"1113",1113,63695,63736,193,18497
"1114",1114,63737,63770,268,18497
"1115",1115,63771,63816,354,18497
"1116",1116,63817,63880,1228,18498
"1117",1117,63881,63919,263,18498
"1118",1118,63920,64001,1616,18498
"1119",1119,64002,64063,818,18498
"1120",1120,64064,64110,434,18499
"1121",1121,64111,64166,843,18499
"1122",1122,64167,64455,3029,18500
"1123",1123,64456,64499,196,18501
"1124",1124,64500,64545,297,18501
"1125",1125,64546,64589,290,18502
"1126",1126,64590,64651,655,18502
"1127",1127,64652,64693,306,18502
"1128",1128,64694,64741,717,18504
"1129",1129,64742,64803,1316,18505
"1130",1130,64804,64853,580,18506
"1131",1131,64854,64902,445,18506
"1132",1132,64903,64976,1462,18509
"1133",1133,64977,65022,566,18509
"1134",1134,65023,65099,1995,18512
"1135",1135,65100,65168,1065,18512
"1136",1136,65169,65217,642,18513
"1137",1137,65218,65266,343,18514
"1138",1138,65267,65330,1374,18519
"1139",1139,65331,65404,1277,18521
"1140",1140,65405,65474,430,18522
"1141",1141,65475,65537,916,18526
"1142",1142,65538,65582,434,18528
"1143",1143,65583,65629,426,18528
"1144",1144,65630,65735,1171,18528
"1145",1145,65736,65796,734,18530
"1146",1146,65797,65869,1040,18530
"1147",1147,65870,65911,352,18533
"1148",1148,65912,65958,561,18533
"1149",1149,65959,66018,419,18534
"1150",1150,66019,66062,270,18535
"1151",1151,66063,66102,149,18536
"1152",1152,66103,66158,852,18537
"1153",1153,66159,66218,668,18541
"1154",1154,66219,66269,371,18541
"1155",1155,66270,66345,1327,18542
"1156",1156,66346,66422,2030,18542
"1157",1157,66423,70329,39281,18542
"1158",1158,70330,70419,942,18543
"1159",1159,70420,70469,769,18547
"1160",1160,70470,70519,695,18550
"1161",1161,70520,70630,1099,18554
"1162",1162,70631,70692,1441,18554
"1163",1163,70693,70735,386,18554
"1164",1164,70736,71015,1862,18554
"1165",1165,71016,71122,542,18555
"1166",1166,71123,71179,676,18556
"1167",1167,71180,71240,517,18557
"1168",1168,71241,71293,408,18557
"1169",1169,71294,71388,1223,18558
"1170",1170,71389,71440,505,18558
"1171",1171,71441,71499,855,18558
"1172",1172,71500,71576,462,18560
"1173",1173,71577,71668,1034,18561
"1174",1174,71669,71778,666,18563
"1175",1175,71779,71862,459,18566
"1176",1176,71863,71970,946,18568
"1177",1177,71971,72064,862,18569
"1178",1178,72065,72112,238,18569
"1179",1179,72113,72175,513,18570
"1180",1180,72176,72248,509,18570
"1181",1181,72249,72301,521,18570
"1182",1182,72302,72349,413,18570
"1183",1183,72350,72415,236,18571
"1184",1184,72416,72483,201,18571
"1185",1185,72484,72537,413,18572
"1186",1186,72538,72635,241,18576
"1187",1187,72636,72690,1146,18577
"1188",1188,72691,72750,202,18577
"1189",1189,72751,72856,428,18579
"1190",1190,72857,72906,346,18581
"1191",1191,72907,72986,218,18582
"1192",1192,72987,73089,2573,18583
"1193",1193,73090,73130,186,18584
"1194",1194,73131,73203,688,18585
"1195",1195,73204,73247,240,18586
"1196",1196,73248,73319,1812,18588
"1197",1197,73320,73376,705,18589
"1198",1198,73377,73450,1667,18589
"1199",1199,73451,73530,1258,18590
"1200",1200,73531,73583,298,18591
"1201",1201,73584,73627,208,18591
"1202",1202,73628,73674,372,18596
"1203",1203,73675,73736,434,18598
"1204",1204,73737,73838,943,18599
"1205",1205,73839,73918,546,18605
"1206",1206,73919,74020,2414,18610
"1207",1207,74021,74121,2655,18610
"1208",1208,74122,74158,429,18610
"1209",1209,74159,74207,485,18610
"1210",1210,74208,74247,384,18610
"1211",1211,74248,74297,647,18610
"1212",1212,74298,74380,798,18613
"1213",1213,74381,74418,263,18613
"1214",1214,74419,74460,375,18613
"1215",1215,74461,74511,270,18613
"1216",1216,74512,74552,345,18613
"1217",1217,74553,74608,907,18615
"1218",1218,74609,74672,297,18621
"1219",1219,74673,74716,299,18622
"1220",1220,74717,74777,244,18262
